#curie_map:
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  owl: "http://www.w3.org/2002/07/owl#"
subject_id	predicate_id	predicate_label	object_id
NCIT:C94868	owl:equivalentClass	equivalent to	UBERON:0013529
NCIT:C32547	owl:equivalentClass	equivalent to	UBERON:0013717
NCIT:C32832	owl:equivalentClass	equivalent to	UBERON:0013721
NCIT:C32491	owl:equivalentClass	equivalent to	UBERON:0013760
NCIT:C49266	owl:equivalentClass	equivalent to	UBERON:0014727
NCIT:C33635	owl:equivalentClass	equivalent to	UBERON:0014729
NCIT:C32714	owl:equivalentClass	equivalent to	UBERON:0014730
NCIT:C33592	owl:equivalentClass	equivalent to	UBERON:0015171
NCIT:C32555	owl:equivalentClass	equivalent to	UBERON:0015433
NCIT:C32761	owl:equivalentClass	equivalent to	UBERON:0015878
NCIT:C32420	owl:equivalentClass	equivalent to	UBERON:0015885
NCIT:C77653	owl:equivalentClass	equivalent to	UBERON:0016378
NCIT:C77654	owl:equivalentClass	equivalent to	UBERON:0016382
NCIT:C103429	owl:equivalentClass	equivalent to	UBERON:0016394
NCIT:C114187	owl:equivalentClass	equivalent to	UBERON:0016497
NCIT:C93232	owl:equivalentClass	equivalent to	UBERON:0018140
NCIT:C32834	owl:equivalentClass	equivalent to	UBERON:0018231
NCIT:C75444	owl:equivalentClass	equivalent to	UBERON:0018260
NCIT:C60574	owl:equivalentClass	equivalent to	UBERON:0019324
NCIT:C60564	owl:equivalentClass	equivalent to	UBERON:0019325
NCIT:C33159	owl:equivalentClass	equivalent to	UBERON:0022300
NCIT:C32642	owl:equivalentClass	equivalent to	UBERON:0022356
NCIT:C41168	owl:equivalentClass	equivalent to	UBERON:0034769
NCIT:C33831	owl:equivalentClass	equivalent to	UBERON:0034773
NCIT:C33219	owl:equivalentClass	equivalent to	UBERON:0034936
NCIT:C34262	owl:equivalentClass	equivalent to	UBERON:0034953
NCIT:C34285	owl:equivalentClass	equivalent to	UBERON:0034958
NCIT:C29667	owl:equivalentClass	equivalent to	UBERON:0035159
NCIT:C34326	owl:equivalentClass	equivalent to	UBERON:0035186
NCIT:C92602	owl:equivalentClass	equivalent to	UBERON:0035207
NCIT:C48589	owl:equivalentClass	equivalent to	UBERON:0035213
NCIT:C32853	owl:equivalentClass	equivalent to	UBERON:0035219
NCIT:C12242	owl:equivalentClass	equivalent to	UBERON:0035270
NCIT:C32525	owl:equivalentClass	equivalent to	UBERON:0035276
NCIT:C12249	owl:equivalentClass	equivalent to	UBERON:0035313
NCIT:C32227	owl:equivalentClass	equivalent to	UBERON:0035359
NCIT:C34213	owl:equivalentClass	equivalent to	UBERON:0035438
NCIT:C33810	owl:equivalentClass	equivalent to	UBERON:0035445
NCIT:C32393	owl:equivalentClass	equivalent to	UBERON:0035468
NCIT:C13174	owl:equivalentClass	equivalent to	UBERON:0035501
NCIT:C92603	owl:equivalentClass	equivalent to	UBERON:0035526
NCIT:C54188	owl:equivalentClass	equivalent to	UBERON:0036214
NCIT:C77954	owl:equivalentClass	equivalent to	UBERON:1000022
