defined_class	defined_class_label	external	external_label
http://purl.obolibrary.org/obo/NCIT_C52962	Mylohyoid	http://purl.obolibrary.org/obo/UBERON_0001564	mylohyoid muscle
http://purl.obolibrary.org/obo/NCIT_C12371	Myocardium	http://purl.obolibrary.org/obo/UBERON_0002349	myocardium
http://purl.obolibrary.org/obo/NCIT_C12314	Myometrium	http://purl.obolibrary.org/obo/UBERON_0001296	myometrium
http://purl.obolibrary.org/obo/NCIT_C34214	Myotome Region	http://purl.obolibrary.org/obo/UBERON_0003082	myotome
http://purl.obolibrary.org/obo/NCIT_C33156	Nail	http://purl.obolibrary.org/obo/UBERON_0001705	nail
http://purl.obolibrary.org/obo/NCIT_C34216	Nail Plate	http://purl.obolibrary.org/obo/UBERON_0008198	nail plate
http://purl.obolibrary.org/obo/NCIT_C33157	Nasal Bone	http://purl.obolibrary.org/obo/UBERON_0001681	nasal bone
http://purl.obolibrary.org/obo/NCIT_C49593	Nasal Cartilage	http://purl.obolibrary.org/obo/UBERON_0001823	nasal cartilage
http://purl.obolibrary.org/obo/NCIT_C12424	Nasal Cavity	http://purl.obolibrary.org/obo/UBERON_0001707	nasal cavity
http://purl.obolibrary.org/obo/NCIT_C49261	Nasal Cavity Epithelium	http://purl.obolibrary.org/obo/UBERON_0005384	nasal cavity epithelium
http://purl.obolibrary.org/obo/NCIT_C49262	Nasal Cavity Respiratory Epithelium	http://purl.obolibrary.org/obo/UBERON_0005385	nasal cavity respiratory epithelium
http://purl.obolibrary.org/obo/NCIT_C52551	Nasal Mucus	http://purl.obolibrary.org/obo/UBERON_0002306	nasal mucus
http://purl.obolibrary.org/obo/NCIT_C33158	Nasal Muscle	http://purl.obolibrary.org/obo/UBERON_0008522	nasal muscle
http://purl.obolibrary.org/obo/NCIT_C33160	Nasal Septum	http://purl.obolibrary.org/obo/UBERON_0001706	nasal septum
http://purl.obolibrary.org/obo/NCIT_C49594	Nasal Turbinate	http://purl.obolibrary.org/obo/UBERON_0035612	nasal turbinal
http://purl.obolibrary.org/obo/NCIT_C33161	Nasolacrimal Duct	http://purl.obolibrary.org/obo/UBERON_0002392	nasolacrimal duct
http://purl.obolibrary.org/obo/NCIT_C34218	Nasolacrimal Groove	http://purl.obolibrary.org/obo/UBERON_0006266	nasolacrimal groove
http://purl.obolibrary.org/obo/NCIT_C12423	Nasopharynx	http://purl.obolibrary.org/obo/UBERON_0001728	nasopharynx
http://purl.obolibrary.org/obo/NCIT_C49263	Nasopharynx Epithelium	http://purl.obolibrary.org/obo/UBERON_0001951	epithelium of nasopharynx
http://purl.obolibrary.org/obo/NCIT_C33162	Navicular Bone	http://purl.obolibrary.org/obo/UBERON_0001451	navicular bone of pes
http://purl.obolibrary.org/obo/NCIT_C13063	Neck	http://purl.obolibrary.org/obo/UBERON_0000974	neck
http://purl.obolibrary.org/obo/NCIT_C33163	Neck Muscle	http://purl.obolibrary.org/obo/UBERON_0002377	muscle of neck
http://purl.obolibrary.org/obo/NCIT_C33164	Neck of the Humerus	http://purl.obolibrary.org/obo/UBERON_4200172	neck of humerus
http://purl.obolibrary.org/obo/NCIT_C52756	Neck Skin	http://purl.obolibrary.org/obo/UBERON_0001417	skin of neck
http://purl.obolibrary.org/obo/NCIT_C34219	Nephrogenic Cord	http://purl.obolibrary.org/obo/UBERON_0004875	nephrogenic cord
http://purl.obolibrary.org/obo/NCIT_C13048	Nephron	http://purl.obolibrary.org/obo/UBERON_0001285	nephron
http://purl.obolibrary.org/obo/NCIT_C12466	Nerve	http://purl.obolibrary.org/obo/UBERON_0001021	nerve
http://purl.obolibrary.org/obo/NCIT_C12929	Nerve Plexus	http://purl.obolibrary.org/obo/UBERON_0001810	nerve plexus
http://purl.obolibrary.org/obo/NCIT_C54024	Nerve Root	http://purl.obolibrary.org/obo/UBERON_0002211	nerve root
http://purl.obolibrary.org/obo/NCIT_C13052	Nerve Tissue	http://purl.obolibrary.org/obo/UBERON_0003714	neural tissue
http://purl.obolibrary.org/obo/NCIT_C12755	Nervous System	http://purl.obolibrary.org/obo/UBERON_0001016	nervous system
http://purl.obolibrary.org/obo/NCIT_C13040	Nervous System Part	http://purl.obolibrary.org/obo/UBERON_0000073	regional part of nervous system
http://purl.obolibrary.org/obo/NCIT_C34222	Neural Crest	http://purl.obolibrary.org/obo/UBERON_0002342	neural crest
http://purl.obolibrary.org/obo/NCIT_C34223	Neural Fold	http://purl.obolibrary.org/obo/UBERON_0005062	neural fold
http://purl.obolibrary.org/obo/NCIT_C34224	Neural Groove	http://purl.obolibrary.org/obo/UBERON_0005061	neural groove
http://purl.obolibrary.org/obo/NCIT_C34225	Neural Plate	http://purl.obolibrary.org/obo/UBERON_0003075	neural plate
http://purl.obolibrary.org/obo/NCIT_C33166	Neural Retina	http://purl.obolibrary.org/obo/UBERON_0003902	retinal neural layer
http://purl.obolibrary.org/obo/NCIT_C34226	Neural Tube	http://purl.obolibrary.org/obo/UBERON_0001049	neural tube
http://purl.obolibrary.org/obo/NCIT_C34228	Neuroectoderm	http://purl.obolibrary.org/obo/UBERON_0002346	neurectoderm
http://purl.obolibrary.org/obo/NCIT_C12617	Neuropil	http://purl.obolibrary.org/obo/UBERON_0002606	neuropil
http://purl.obolibrary.org/obo/NCIT_C74603	Neurovascular Bundle	http://purl.obolibrary.org/obo/UBERON_0016630	neurovascular bundle
http://purl.obolibrary.org/obo/NCIT_C34229	Neurula	http://purl.obolibrary.org/obo/UBERON_0004455	neurula embryo
http://purl.obolibrary.org/obo/NCIT_C12299	Nipple	http://purl.obolibrary.org/obo/UBERON_0002030	nipple
http://purl.obolibrary.org/obo/NCIT_C13176	Nociceptor	http://purl.obolibrary.org/obo/UBERON_0035017	nociceptor
http://purl.obolibrary.org/obo/NCIT_C12756	Nose	http://purl.obolibrary.org/obo/UBERON_0000004	nose
http://purl.obolibrary.org/obo/NCIT_C33178	Nostril	http://purl.obolibrary.org/obo/UBERON_0005928	external naris
http://purl.obolibrary.org/obo/NCIT_C12463	Notochord	http://purl.obolibrary.org/obo/UBERON_0002328	notochord
http://purl.obolibrary.org/obo/NCIT_C34230	Notochordal Canal	http://purl.obolibrary.org/obo/UBERON_0013704	notochordal canal
http://purl.obolibrary.org/obo/NCIT_C34231	Notochordal Plate	http://purl.obolibrary.org/obo/UBERON_0006267	notochordal plate
http://purl.obolibrary.org/obo/NCIT_C34232	Notochordal Process	http://purl.obolibrary.org/obo/UBERON_0006268	notochordal process
http://purl.obolibrary.org/obo/NCIT_C12835	Nucleus Ambiguus	http://purl.obolibrary.org/obo/UBERON_0001719	nucleus ambiguus
http://purl.obolibrary.org/obo/NCIT_C97342	Nucleus of Diagonal Band	http://purl.obolibrary.org/obo/UBERON_0001879	nucleus of diagonal band
http://purl.obolibrary.org/obo/NCIT_C12899	Nucleus of the Hypoglossal Nerve	http://purl.obolibrary.org/obo/UBERON_0002871	hypoglossal nucleus
http://purl.obolibrary.org/obo/NCIT_C33188	Nucleus of the Spinal Tract of the Trigeminal Nerve	http://purl.obolibrary.org/obo/UBERON_0001717	spinal nucleus of trigeminal nerve
http://purl.obolibrary.org/obo/NCIT_C33189	Nutrient Artery	http://purl.obolibrary.org/obo/UBERON_0010176	nutrient foramen artery
http://purl.obolibrary.org/obo/NCIT_C33190	Obturator Artery	http://purl.obolibrary.org/obo/UBERON_0001314	obturator artery
http://purl.obolibrary.org/obo/NCIT_C75332	Obturator Foramen	http://purl.obolibrary.org/obo/UBERON_0006803	obturator foramen
http://purl.obolibrary.org/obo/NCIT_C33192	Obturator Internus Muscle	http://purl.obolibrary.org/obo/UBERON_0011048	obturator internus
http://purl.obolibrary.org/obo/NCIT_C88141	Obturator Lymph Node	http://purl.obolibrary.org/obo/UBERON_0035171	obturator lymph node
http://purl.obolibrary.org/obo/NCIT_C33193	Obturator Muscle	http://purl.obolibrary.org/obo/UBERON_0011043	obturator muscle
http://purl.obolibrary.org/obo/NCIT_C75909	Obturator Nerve	http://purl.obolibrary.org/obo/UBERON_0005465	obturator nerve
http://purl.obolibrary.org/obo/NCIT_C53056	Obturator Vein	http://purl.obolibrary.org/obo/UBERON_0001321	obturator vein
http://purl.obolibrary.org/obo/NCIT_C33194	Occipital Artery	http://purl.obolibrary.org/obo/UBERON_0001613	occipital artery
http://purl.obolibrary.org/obo/NCIT_C12757	Occipital Bone	http://purl.obolibrary.org/obo/UBERON_0001676	occipital bone
http://purl.obolibrary.org/obo/NCIT_C12355	Occipital Lobe	http://purl.obolibrary.org/obo/UBERON_0002021	occipital lobe
http://purl.obolibrary.org/obo/NCIT_C98188	Occipital Lymph Node	http://purl.obolibrary.org/obo/UBERON_0035204	occipital lymph node
http://purl.obolibrary.org/obo/NCIT_C33196	Occipital Sulcus	http://purl.obolibrary.org/obo/UBERON_0019303	occipital sulcus
http://purl.obolibrary.org/obo/NCIT_C33199	Oculomotor Muscle	http://purl.obolibrary.org/obo/UBERON_0006531	oculomotor muscle
http://purl.obolibrary.org/obo/NCIT_C12758	Oculomotor Nerve	http://purl.obolibrary.org/obo/UBERON_0001643	oculomotor nerve
http://purl.obolibrary.org/obo/NCIT_C54296	Odontogenic Epithelium	http://purl.obolibrary.org/obo/UBERON_0003843	dental epithelium
http://purl.obolibrary.org/obo/NCIT_C86970	Odontoid Process	http://purl.obolibrary.org/obo/UBERON_0004096	odontoid process of cervical vertebra 2
http://purl.obolibrary.org/obo/NCIT_C33200	Olecranon	http://purl.obolibrary.org/obo/UBERON_0006810	olecranon
http://purl.obolibrary.org/obo/NCIT_C28401	Olfactory Bulb	http://purl.obolibrary.org/obo/UBERON_0002264	olfactory bulb
http://purl.obolibrary.org/obo/NCIT_C33203	Olfactory Epithelium	http://purl.obolibrary.org/obo/UBERON_0001997	olfactory epithelium
http://purl.obolibrary.org/obo/NCIT_C129429	Olfactory Groove	http://purl.obolibrary.org/obo/UBERON_0002772	olfactory sulcus
http://purl.obolibrary.org/obo/NCIT_C33204	Olfactory Lobe	http://purl.obolibrary.org/obo/UBERON_0005366	olfactory lobe
http://purl.obolibrary.org/obo/NCIT_C33205	Olfactory Mucosa	http://purl.obolibrary.org/obo/UBERON_0005386	olfactory segment of nasal mucosa
http://purl.obolibrary.org/obo/NCIT_C12759	Olfactory Nerve	http://purl.obolibrary.org/obo/UBERON_0001579	olfactory nerve
http://purl.obolibrary.org/obo/NCIT_C98765	Olfactory Region	http://purl.obolibrary.org/obo/UBERON_0003112	olfactory region
http://purl.obolibrary.org/obo/NCIT_C33206	Olfactory Sulcus	http://purl.obolibrary.org/obo/UBERON_0002772	olfactory sulcus
http://purl.obolibrary.org/obo/NCIT_C94501	Olfactory System	http://purl.obolibrary.org/obo/UBERON_0005725	olfactory system
http://purl.obolibrary.org/obo/NCIT_C33207	Olfactory Tract	http://purl.obolibrary.org/obo/UBERON_0002265	olfactory tract
http://purl.obolibrary.org/obo/NCIT_C33209	Omentum	http://purl.obolibrary.org/obo/UBERON_0003688	omentum
http://purl.obolibrary.org/obo/NCIT_C52971	Omohyoid	http://purl.obolibrary.org/obo/UBERON_0001108	omohyoid muscle
http://purl.obolibrary.org/obo/NCIT_C52972	Omotransverse	http://purl.obolibrary.org/obo/UBERON_0011369	omotransversarius muscle
http://purl.obolibrary.org/obo/NCIT_C33216	Ophthalmic Artery	http://purl.obolibrary.org/obo/UBERON_0001619	ophthalmic artery
http://purl.obolibrary.org/obo/NCIT_C33215	Ophthalmic Nerve	http://purl.obolibrary.org/obo/UBERON_0000348	ophthalmic nerve
http://purl.obolibrary.org/obo/NCIT_C53057	Ophthalmic Plexus	http://purl.obolibrary.org/obo/UBERON_0011194	ophthalmic plexus
http://purl.obolibrary.org/obo/NCIT_C90609	Optic Chiasm	http://purl.obolibrary.org/obo/UBERON_0000959	optic chiasma
http://purl.obolibrary.org/obo/NCIT_C34233	Optic Cup	http://purl.obolibrary.org/obo/UBERON_0003072	optic cup
http://purl.obolibrary.org/obo/NCIT_C12760	Optic Disc	http://purl.obolibrary.org/obo/UBERON_0001783	optic disc
http://purl.obolibrary.org/obo/NCIT_C34235	Optic Stalk	http://purl.obolibrary.org/obo/UBERON_0003098	optic stalk
http://purl.obolibrary.org/obo/NCIT_C33218	Optic Tract	http://purl.obolibrary.org/obo/UBERON_0001908	optic tract
http://purl.obolibrary.org/obo/NCIT_C34236	Optic Vesicle	http://purl.obolibrary.org/obo/UBERON_0004128	optic vesicle
http://purl.obolibrary.org/obo/NCIT_C12421	Oral Cavity	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity
http://purl.obolibrary.org/obo/NCIT_C77637	Oral Mucosa	http://purl.obolibrary.org/obo/UBERON_0003729	mouth mucosa
http://purl.obolibrary.org/obo/NCIT_C52886	Orbicularis Oculi	http://purl.obolibrary.org/obo/UBERON_0001578	orbicularis oculi muscle
http://purl.obolibrary.org/obo/NCIT_C12347	Orbit	http://purl.obolibrary.org/obo/UBERON_0001697	orbit of skull
http://purl.obolibrary.org/obo/NCIT_C33221	Orbital Part of the Inferior Frontal Gyrus	http://purl.obolibrary.org/obo/UBERON_0002624	orbital part of inferior frontal gyrus
http://purl.obolibrary.org/obo/NCIT_C82953	Orbital Ridge	http://purl.obolibrary.org/obo/UBERON_0011576	supraorbital ridge
http://purl.obolibrary.org/obo/NCIT_C33222	Orbital Sulcus	http://purl.obolibrary.org/obo/UBERON_0002595	orbital sulcus
http://purl.obolibrary.org/obo/NCIT_C52800	Orbitalis Muscle	http://purl.obolibrary.org/obo/UBERON_0006318	orbitalis muscle
http://purl.obolibrary.org/obo/NCIT_C13018	Organ	http://purl.obolibrary.org/obo/UBERON_0000062	organ
http://purl.obolibrary.org/obo/NCIT_C33223	Organ of Corti	http://purl.obolibrary.org/obo/UBERON_0002227	spiral organ of cochlea
http://purl.obolibrary.org/obo/NCIT_C12762	Oropharynx	http://purl.obolibrary.org/obo/UBERON_0001729	oropharynx
http://purl.obolibrary.org/obo/NCIT_C49264	Oropharynx Epithelium	http://purl.obolibrary.org/obo/UBERON_0001952	epithelium of oropharynx
http://purl.obolibrary.org/obo/NCIT_C33227	Osseous Labyrinth	http://purl.obolibrary.org/obo/UBERON_0001839	bony labyrinth
http://purl.obolibrary.org/obo/NCIT_C33228	Osteoid	http://purl.obolibrary.org/obo/UBERON_0008883	osteoid
http://purl.obolibrary.org/obo/NCIT_C34238	Otic Pit	http://purl.obolibrary.org/obo/UBERON_0006273	otic pit
http://purl.obolibrary.org/obo/NCIT_C34240	Otic Vesicle	http://purl.obolibrary.org/obo/UBERON_0003051	ear vesicle
http://purl.obolibrary.org/obo/NCIT_C33230	Otolith	http://purl.obolibrary.org/obo/UBERON_0002280	otolith
http://purl.obolibrary.org/obo/NCIT_C33231	Otolymph	http://purl.obolibrary.org/obo/UBERON_0006586	otolymph
http://purl.obolibrary.org/obo/NCIT_C49597	Outer Canthus	http://purl.obolibrary.org/obo/UBERON_0006726	outer canthus
http://purl.obolibrary.org/obo/NCIT_C33232	Outer Enamel Epithelium	http://purl.obolibrary.org/obo/UBERON_0006952	outer dental epithelium
http://purl.obolibrary.org/obo/NCIT_C62490	Outer Hair Sheath	http://purl.obolibrary.org/obo/UBERON_0005942	hair outer root sheath
http://purl.obolibrary.org/obo/NCIT_C33235	Outer Limiting Membrane	http://purl.obolibrary.org/obo/UBERON_0001788	outer limiting layer of retina
http://purl.obolibrary.org/obo/NCIT_C33236	Outer Nuclear Layer	http://purl.obolibrary.org/obo/UBERON_0001789	outer nuclear layer of retina
http://purl.obolibrary.org/obo/NCIT_C33237	Outer Plexiform Layer	http://purl.obolibrary.org/obo/UBERON_0001790	outer plexiform layer of retina
http://purl.obolibrary.org/obo/NCIT_C33242	Ovarian Artery	http://purl.obolibrary.org/obo/UBERON_0001190	ovarian artery
http://purl.obolibrary.org/obo/NCIT_C49265	Ovarian Capsule	http://purl.obolibrary.org/obo/UBERON_0001307	capsule of ovary
http://purl.obolibrary.org/obo/NCIT_C33243	Ovarian Cortex	http://purl.obolibrary.org/obo/UBERON_0013191	ovarian cortex
http://purl.obolibrary.org/obo/NCIT_C33244	Ovarian Follicle	http://purl.obolibrary.org/obo/UBERON_0001305	ovarian follicle
http://purl.obolibrary.org/obo/NCIT_C33245	Ovarian Medulla	http://purl.obolibrary.org/obo/UBERON_0013192	ovarian medulla
http://purl.obolibrary.org/obo/NCIT_C53058	Ovarian Vein	http://purl.obolibrary.org/obo/UBERON_0001145	ovarian vein
http://purl.obolibrary.org/obo/NCIT_C12404	Ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ovary
http://purl.obolibrary.org/obo/NCIT_C33247	Palatal Muscle	http://purl.obolibrary.org/obo/UBERON_0003682	palatal muscle
http://purl.obolibrary.org/obo/NCIT_C33248	Palate Bone	http://purl.obolibrary.org/obo/UBERON_0012071	palate bone
http://purl.obolibrary.org/obo/NCIT_C52745	Palatine Bone	http://purl.obolibrary.org/obo/UBERON_0001682	palatine bone
http://purl.obolibrary.org/obo/NCIT_C33249	Palatine Salivary Gland	http://purl.obolibrary.org/obo/UBERON_0002447	palatine gland
http://purl.obolibrary.org/obo/NCIT_C33250	Palatine Tonsil	http://purl.obolibrary.org/obo/UBERON_0002373	palatine tonsil
http://purl.obolibrary.org/obo/NCIT_C53170	Palatoglossus Muscle	http://purl.obolibrary.org/obo/UBERON_0001574	palatoglossus muscle
http://purl.obolibrary.org/obo/NCIT_C52704	Palmar Hand Interosseus Muscle	http://purl.obolibrary.org/obo/UBERON_0006505	palmar interosseous muscle of manus
http://purl.obolibrary.org/obo/NCIT_C33252	Palmar Region	http://purl.obolibrary.org/obo/UBERON_0008878	palmar part of manus
http://purl.obolibrary.org/obo/NCIT_C12901	Palpebral Conjunctiva	http://purl.obolibrary.org/obo/UBERON_0001812	palpebral conjunctiva
http://purl.obolibrary.org/obo/NCIT_C12393	Pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas
http://purl.obolibrary.org/obo/NCIT_C49268	Pancreatic Acinus	http://purl.obolibrary.org/obo/UBERON_0001263	pancreatic acinus
http://purl.obolibrary.org/obo/NCIT_C12272	Pancreatic Duct	http://purl.obolibrary.org/obo/UBERON_0001064	ventral pancreatic duct
http://purl.obolibrary.org/obo/NCIT_C33255	Pancreatic Endocrine Secretion	http://purl.obolibrary.org/obo/UBERON_0004792	secretion of endocrine pancreas
http://purl.obolibrary.org/obo/NCIT_C33256	Pancreatic Exocrine Secretion	http://purl.obolibrary.org/obo/UBERON_0004793	secretion of exocrine pancreas
http://purl.obolibrary.org/obo/NCIT_C77642	Pancreatic Lymph Node	http://purl.obolibrary.org/obo/UBERON_0002527	pancreatic lymph node
http://purl.obolibrary.org/obo/NCIT_C13270	Pancreatic Secretion	http://purl.obolibrary.org/obo/UBERON_0004795	pancreas secretion
http://purl.obolibrary.org/obo/NCIT_C52992	Pancreatico-Duodenal Artery	http://purl.obolibrary.org/obo/UBERON_0009658	pancreaticoduodenal artery
http://purl.obolibrary.org/obo/NCIT_C53060	Pancreatico-Duodenal Vein	http://purl.obolibrary.org/obo/UBERON_0004690	pancreaticoduodenal vein
http://purl.obolibrary.org/obo/NCIT_C113267	Papilla	http://purl.obolibrary.org/obo/UBERON_2001995	papilla
http://purl.obolibrary.org/obo/NCIT_C33258	Papilla of the Tongue	http://purl.obolibrary.org/obo/UBERON_0001726	papilla of tongue
http://purl.obolibrary.org/obo/NCIT_C94819	Papillary Dermis	http://purl.obolibrary.org/obo/UBERON_0001992	papillary layer of dermis
http://purl.obolibrary.org/obo/NCIT_C33259	Papillary Muscle	http://purl.obolibrary.org/obo/UBERON_0002494	papillary muscle of heart
http://purl.obolibrary.org/obo/NCIT_C97925	Para-Spinal Ganglion	http://purl.obolibrary.org/obo/UBERON_0001807	paravertebral ganglion
http://purl.obolibrary.org/obo/NCIT_C77643	Paraaortic Lymph Node	http://purl.obolibrary.org/obo/UBERON_0016386	paraaortic lymph node
http://purl.obolibrary.org/obo/NCIT_C34243	Parachordal Cartilage	http://purl.obolibrary.org/obo/UBERON_0009635	parachordal cartilage
http://purl.obolibrary.org/obo/NCIT_C89787	Paracolic Gutter	http://purl.obolibrary.org/obo/UBERON_0035210	paracolic gutter
http://purl.obolibrary.org/obo/NCIT_C33260	Parafascicular Nucleus of the Thalamus	http://purl.obolibrary.org/obo/UBERON_0001922	parafascicular nucleus
http://purl.obolibrary.org/obo/NCIT_C94826	Paraganglion	http://purl.obolibrary.org/obo/UBERON_0012279	chromaffin paraganglion
http://purl.obolibrary.org/obo/NCIT_C33262	Parahippocampal Gyrus	http://purl.obolibrary.org/obo/UBERON_0002973	parahippocampal gyrus
http://purl.obolibrary.org/obo/NCIT_C12320	Parametrium	http://purl.obolibrary.org/obo/UBERON_0010391	parametrium
http://purl.obolibrary.org/obo/NCIT_C12763	Paranasal Sinus	http://purl.obolibrary.org/obo/UBERON_0001825	paranasal sinus
http://purl.obolibrary.org/obo/NCIT_C52557	Parasympathetic Ganglion	http://purl.obolibrary.org/obo/UBERON_0001808	parasympathetic ganglion
http://purl.obolibrary.org/obo/NCIT_C12764	Parasympathetic Nervous System	http://purl.obolibrary.org/obo/UBERON_0000011	parasympathetic nervous system
http://purl.obolibrary.org/obo/NCIT_C12765	Parathyroid Gland	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland
http://purl.obolibrary.org/obo/NCIT_C33265	Parathyroid Gland Capsule	http://purl.obolibrary.org/obo/UBERON_0001748	capsule of parathyroid gland
http://purl.obolibrary.org/obo/NCIT_C34244	Paraxial Mesoderm	http://purl.obolibrary.org/obo/UBERON_0003077	paraxial mesoderm
http://purl.obolibrary.org/obo/NCIT_C74601	Parenchyma	http://purl.obolibrary.org/obo/UBERON_0000353	parenchyma
http://purl.obolibrary.org/obo/NCIT_C12766	Parietal Bone	http://purl.obolibrary.org/obo/UBERON_0000210	tetrapod parietal bone
http://purl.obolibrary.org/obo/NCIT_C12354	Parietal Lobe	http://purl.obolibrary.org/obo/UBERON_0001872	parietal lobe
http://purl.obolibrary.org/obo/NCIT_C33272	Parietal Part of the Peritoneum	http://purl.obolibrary.org/obo/UBERON_0001366	parietal peritoneum
http://purl.obolibrary.org/obo/NCIT_C94500	Parietal Pericardium	http://purl.obolibrary.org/obo/UBERON_0002408	parietal serous pericardium
http://purl.obolibrary.org/obo/NCIT_C33273	Parietal Pleura	http://purl.obolibrary.org/obo/UBERON_0002400	parietal pleura
http://purl.obolibrary.org/obo/NCIT_C33275	Parieto-Occipital Fissure	http://purl.obolibrary.org/obo/UBERON_0002695	parieto-occipital sulcus
http://purl.obolibrary.org/obo/NCIT_C33277	Parotid Duct	http://purl.obolibrary.org/obo/UBERON_0001065	parotid main excretory duct
http://purl.obolibrary.org/obo/NCIT_C12427	Parotid Gland	http://purl.obolibrary.org/obo/UBERON_0001831	parotid gland
http://purl.obolibrary.org/obo/NCIT_C33278	Parotid Gland Lymph Node	http://purl.obolibrary.org/obo/UBERON_0015857	parotid lymph node
http://purl.obolibrary.org/obo/NCIT_C52976	Parotidoauricular	http://purl.obolibrary.org/obo/UBERON_0011385	parotidoauricular muscle
http://purl.obolibrary.org/obo/NCIT_C33282	Patella	http://purl.obolibrary.org/obo/UBERON_0002446	patella
http://purl.obolibrary.org/obo/NCIT_C33283	Patellar Ligament	http://purl.obolibrary.org/obo/UBERON_0003676	patellar ligament
http://purl.obolibrary.org/obo/NCIT_C34245	Pectinate Line	http://purl.obolibrary.org/obo/UBERON_0006574	pectinate line
http://purl.obolibrary.org/obo/NCIT_C52978	Pectineus	http://purl.obolibrary.org/obo/UBERON_0001382	pectineus muscle
http://purl.obolibrary.org/obo/NCIT_C33284	Pectoralis Major	http://purl.obolibrary.org/obo/UBERON_0002381	pectoralis major
http://purl.obolibrary.org/obo/NCIT_C33285	Pectoralis Minor	http://purl.obolibrary.org/obo/UBERON_0001100	pectoralis minor
http://purl.obolibrary.org/obo/NCIT_C33286	Pectoralis Muscle	http://purl.obolibrary.org/obo/UBERON_0001495	pectoral muscle
http://purl.obolibrary.org/obo/NCIT_C96274	Pedicle of Vertebral Arch	http://purl.obolibrary.org/obo/UBERON_0001078	pedicle of vertebra
http://purl.obolibrary.org/obo/NCIT_C33287	Pelvic Bone	http://purl.obolibrary.org/obo/UBERON_0012179	bone of pelvis
http://purl.obolibrary.org/obo/NCIT_C33290	Pelvic Floor Muscle	http://purl.obolibrary.org/obo/UBERON_0008612	muscle of pelvic diaphragm
http://purl.obolibrary.org/obo/NCIT_C33291	Pelvic Girdle	http://purl.obolibrary.org/obo/UBERON_0001271	pelvic girdle region
http://purl.obolibrary.org/obo/NCIT_C12363	Pelvic Lymph Node	http://purl.obolibrary.org/obo/UBERON_0015876	pelvic lymph node
http://purl.obolibrary.org/obo/NCIT_C12767	Pelvis	http://purl.obolibrary.org/obo/UBERON_0002355	pelvic region of trunk
http://purl.obolibrary.org/obo/NCIT_C12409	Penis	http://purl.obolibrary.org/obo/UBERON_0000989	penis
http://purl.obolibrary.org/obo/NCIT_C49269	Penis Erectile Tissue	http://purl.obolibrary.org/obo/UBERON_0004713	corpus cavernosum penis
http://purl.obolibrary.org/obo/NCIT_C13084	Perforant Pathway	http://purl.obolibrary.org/obo/UBERON_0034931	perforant path
http://purl.obolibrary.org/obo/NCIT_C60699	Periampullary Region	http://purl.obolibrary.org/obo/UBERON_0012273	periampullary region of duodenum
http://purl.obolibrary.org/obo/NCIT_C53061	Pericardiacophrenic Vein	http://purl.obolibrary.org/obo/UBERON_0001590	pericardiacophrenic vein
http://purl.obolibrary.org/obo/NCIT_C38662	Pericardial Cavity	http://purl.obolibrary.org/obo/UBERON_0001074	pericardial cavity
http://purl.obolibrary.org/obo/NCIT_C13005	Pericardium	http://purl.obolibrary.org/obo/UBERON_0002407	pericardium
http://purl.obolibrary.org/obo/NCIT_C34247	Periderm	http://purl.obolibrary.org/obo/UBERON_0003055	periderm
http://purl.obolibrary.org/obo/NCIT_C33297	Perilymph	http://purl.obolibrary.org/obo/UBERON_0001845	perilymph
http://purl.obolibrary.org/obo/NCIT_C33299	Perimysium	http://purl.obolibrary.org/obo/UBERON_0011900	perimysium
http://purl.obolibrary.org/obo/NCIT_C52994	Perineal Artery	http://purl.obolibrary.org/obo/UBERON_0001358	perineal artery
http://purl.obolibrary.org/obo/NCIT_C33300	Perineal Muscle	http://purl.obolibrary.org/obo/UBERON_0002379	perineal muscle
http://purl.obolibrary.org/obo/NCIT_C33301	Perineum	http://purl.obolibrary.org/obo/UBERON_0002356	perineum
http://purl.obolibrary.org/obo/NCIT_C33302	Perineurium	http://purl.obolibrary.org/obo/UBERON_0000121	perineurium
http://purl.obolibrary.org/obo/NCIT_C33304	Periodontium	http://purl.obolibrary.org/obo/UBERON_0001758	periodontium
http://purl.obolibrary.org/obo/NCIT_C33306	Periosteal Layer of the Dura Mater	http://purl.obolibrary.org/obo/UBERON_0010505	periosteal dura mater
http://purl.obolibrary.org/obo/NCIT_C13184	Periosteum	http://purl.obolibrary.org/obo/UBERON_0002515	periosteum
http://purl.obolibrary.org/obo/NCIT_C12768	Peripheral Nerve	http://purl.obolibrary.org/obo/UBERON_0001021	nerve
http://purl.obolibrary.org/obo/NCIT_C12465	Peripheral Nervous System	http://purl.obolibrary.org/obo/UBERON_0000010	peripheral nervous system
http://purl.obolibrary.org/obo/NCIT_C33309	Perisinusoidal Space	http://purl.obolibrary.org/obo/UBERON_0006729	liver perisinusoidal space
http://purl.obolibrary.org/obo/NCIT_C12769	Peritoneal Cavity	http://purl.obolibrary.org/obo/UBERON_0001179	peritoneal cavity
http://purl.obolibrary.org/obo/NCIT_C12770	Peritoneum	http://purl.obolibrary.org/obo/UBERON_0002358	peritoneum
