defined_class	defined_class_label	external	external_label
http://purl.obolibrary.org/obo/NCIT_C32514	Endometrial Cavity	http://purl.obolibrary.org/obo/UBERON_0035465	endometrial cavity
http://purl.obolibrary.org/obo/NCIT_C32516	Endometrial Stroma	http://purl.obolibrary.org/obo/UBERON_0002337	endometrial stroma
http://purl.obolibrary.org/obo/NCIT_C12313	Endometrium	http://purl.obolibrary.org/obo/UBERON_0001295	endometrium
http://purl.obolibrary.org/obo/NCIT_C32517	Endomysium	http://purl.obolibrary.org/obo/UBERON_0011895	endomysium
http://purl.obolibrary.org/obo/NCIT_C32518	Endoneurium	http://purl.obolibrary.org/obo/UBERON_0000123	endoneurium
http://purl.obolibrary.org/obo/NCIT_C13183	Endosteum	http://purl.obolibrary.org/obo/UBERON_0009859	endosteum
http://purl.obolibrary.org/obo/NCIT_C12481	Endothelium	http://purl.obolibrary.org/obo/UBERON_0001986	endothelium
http://purl.obolibrary.org/obo/NCIT_C32522	Endothelium of the Glomerular Capillary	http://purl.obolibrary.org/obo/UBERON_0004294	glomerular capillary endothelium
http://purl.obolibrary.org/obo/NCIT_C52709	Enteric Ganglion	http://purl.obolibrary.org/obo/UBERON_0001809	enteric ganglion
http://purl.obolibrary.org/obo/NCIT_C97338	Entorhinal Cortex	http://purl.obolibrary.org/obo/UBERON_0002728	entorhinal cortex
http://purl.obolibrary.org/obo/NCIT_C13078	Ependyma	http://purl.obolibrary.org/obo/UBERON_0004670	ependyma
http://purl.obolibrary.org/obo/NCIT_C34164	Epiblast	http://purl.obolibrary.org/obo/UBERON_0002532	epiblast (generic)
http://purl.obolibrary.org/obo/NCIT_C13164	Epicardium	http://purl.obolibrary.org/obo/UBERON_0002348	epicardium
http://purl.obolibrary.org/obo/NCIT_C69300	Epicondyle	http://purl.obolibrary.org/obo/UBERON_0009978	epicondyle
http://purl.obolibrary.org/obo/NCIT_C32524	Epidermal Ridge	http://purl.obolibrary.org/obo/UBERON_0013487	epidermal ridge of digit
http://purl.obolibrary.org/obo/NCIT_C12708	Epidermis	http://purl.obolibrary.org/obo/UBERON_0001003	skin epidermis
http://purl.obolibrary.org/obo/NCIT_C12328	Epididymis	http://purl.obolibrary.org/obo/UBERON_0001301	epididymis
http://purl.obolibrary.org/obo/NCIT_C41449	Epidural Spinal Canal Space	http://purl.obolibrary.org/obo/UBERON_0003691	epidural space
http://purl.obolibrary.org/obo/NCIT_C52860	Epigastric Artery	http://purl.obolibrary.org/obo/UBERON_0006349	epigastric artery
http://purl.obolibrary.org/obo/NCIT_C53045	Epigastric Vein	http://purl.obolibrary.org/obo/UBERON_0006356	epigastric vein
http://purl.obolibrary.org/obo/NCIT_C32526	Epiglottic Cartilage	http://purl.obolibrary.org/obo/UBERON_0001742	epiglottic cartilage
http://purl.obolibrary.org/obo/NCIT_C12709	Epiglottis	http://purl.obolibrary.org/obo/UBERON_0000388	epiglottis
http://purl.obolibrary.org/obo/NCIT_C32527	Epimysium	http://purl.obolibrary.org/obo/UBERON_0011899	epimysium
http://purl.obolibrary.org/obo/NCIT_C32528	Epineurium	http://purl.obolibrary.org/obo/UBERON_0000124	epineurium
http://purl.obolibrary.org/obo/NCIT_C32529	Epiphysis of the Bone	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis
http://purl.obolibrary.org/obo/NCIT_C12457	Epithalamus	http://purl.obolibrary.org/obo/UBERON_0001899	epithalamus
http://purl.obolibrary.org/obo/NCIT_C12710	Epithelium	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium
http://purl.obolibrary.org/obo/NCIT_C52902	Erector Spinae	http://purl.obolibrary.org/obo/UBERON_0002462	erector spinae muscle group
http://purl.obolibrary.org/obo/NCIT_C32535	Esophageal Artery	http://purl.obolibrary.org/obo/UBERON_0035539	esophageal artery
http://purl.obolibrary.org/obo/NCIT_C49221	Esophageal Epithelium	http://purl.obolibrary.org/obo/UBERON_0001976	epithelium of esophagus
http://purl.obolibrary.org/obo/NCIT_C49223	Esophageal Lamina Propria	http://purl.obolibrary.org/obo/UBERON_0001974	lamina propria of esophagus
http://purl.obolibrary.org/obo/NCIT_C32538	Esophageal Mucosa	http://purl.obolibrary.org/obo/UBERON_0002469	esophagus mucosa
http://purl.obolibrary.org/obo/NCIT_C32540	Esophageal Muscularis Mucosa	http://purl.obolibrary.org/obo/UBERON_0004648	esophagus muscularis mucosa
http://purl.obolibrary.org/obo/NCIT_C49222	Esophageal Squamous Epithelium	http://purl.obolibrary.org/obo/UBERON_0006920	esophagus squamous epithelium
http://purl.obolibrary.org/obo/NCIT_C12389	Esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/NCIT_C52555	Esophagus Secretion	http://purl.obolibrary.org/obo/UBERON_0004794	esophagus secretion
http://purl.obolibrary.org/obo/NCIT_C12711	Ethmoid Bone	http://purl.obolibrary.org/obo/UBERON_0001679	ethmoid bone
http://purl.obolibrary.org/obo/NCIT_C12276	Ethmoid Sinus	http://purl.obolibrary.org/obo/UBERON_0002453	ethmoid sinus
http://purl.obolibrary.org/obo/NCIT_C52855	Ethmoidal Artery	http://purl.obolibrary.org/obo/UBERON_0005193	ethmoidal artery
http://purl.obolibrary.org/obo/NCIT_C12712	Exocrine Gland	http://purl.obolibrary.org/obo/UBERON_0002365	exocrine gland
http://purl.obolibrary.org/obo/NCIT_C34062	Exocrine Gland Fluid or Secretion	http://purl.obolibrary.org/obo/UBERON_0000456	secretion of exocrine gland
http://purl.obolibrary.org/obo/NCIT_C32546	Exocrine Pancreas	http://purl.obolibrary.org/obo/UBERON_0000017	exocrine pancreas
http://purl.obolibrary.org/obo/NCIT_C12957	Exocrine System	http://purl.obolibrary.org/obo/UBERON_0002330	exocrine system
http://purl.obolibrary.org/obo/NCIT_C52911	Extensor Carpi Radialis Brevis	http://purl.obolibrary.org/obo/UBERON_0001525	extensor carpi radialis brevis muscle
http://purl.obolibrary.org/obo/NCIT_C52913	Extensor Carpi Radialis Longus	http://purl.obolibrary.org/obo/UBERON_0001524	extensor carpi radialis longus muscle
http://purl.obolibrary.org/obo/NCIT_C52914	Extensor Carpi Ulnaris	http://purl.obolibrary.org/obo/UBERON_0001526	extensor carpi ulnaris muscle
http://purl.obolibrary.org/obo/NCIT_C52916	Extensor Digitorum Communis	http://purl.obolibrary.org/obo/UBERON_0007612	extensor digitorum communis
http://purl.obolibrary.org/obo/NCIT_C52918	Extensor Digitorum Longus	http://purl.obolibrary.org/obo/UBERON_0001386	extensor digitorum longus
http://purl.obolibrary.org/obo/NCIT_C12498	External Acoustic Meatus	http://purl.obolibrary.org/obo/UBERON_0001352	external acoustic meatus
http://purl.obolibrary.org/obo/NCIT_C32548	External Anal Sphincter	http://purl.obolibrary.org/obo/UBERON_0001367	external anal sphincter
http://purl.obolibrary.org/obo/NCIT_C32551	External Carotid Artery	http://purl.obolibrary.org/obo/UBERON_0001070	external carotid artery
http://purl.obolibrary.org/obo/NCIT_C32552	External Carotid Artery Branch	http://purl.obolibrary.org/obo/UBERON_0035398	branch of external carotid artery
http://purl.obolibrary.org/obo/NCIT_C32554	External Cuneiform Bone of the Foot	http://purl.obolibrary.org/obo/UBERON_0001454	distal tarsal bone 3
http://purl.obolibrary.org/obo/NCIT_C12292	External Ear	http://purl.obolibrary.org/obo/UBERON_0001691	external ear
http://purl.obolibrary.org/obo/NCIT_C49225	External Ear Cartilage	http://purl.obolibrary.org/obo/UBERON_0001867	cartilage of external ear
http://purl.obolibrary.org/obo/NCIT_C32558	External Iliac Artery	http://purl.obolibrary.org/obo/UBERON_0001308	external iliac artery
http://purl.obolibrary.org/obo/NCIT_C88143	External Iliac Lymph Node	http://purl.obolibrary.org/obo/UBERON_0015880	external iliac lymph node
http://purl.obolibrary.org/obo/NCIT_C32560	External Iliac Vein	http://purl.obolibrary.org/obo/UBERON_0001316	external iliac vein
http://purl.obolibrary.org/obo/NCIT_C32561	External Intercostal Muscle	http://purl.obolibrary.org/obo/UBERON_0005441	external intercostal muscle
http://purl.obolibrary.org/obo/NCIT_C32562	External Jugular Vein	http://purl.obolibrary.org/obo/UBERON_0001101	external jugular vein
http://purl.obolibrary.org/obo/NCIT_C32566	External Nose	http://purl.obolibrary.org/obo/UBERON_0007827	external nose
http://purl.obolibrary.org/obo/NCIT_C34055	Extraembryonic Structure	http://purl.obolibrary.org/obo/UBERON_0000478	extraembryonic structure
http://purl.obolibrary.org/obo/NCIT_C32573	Extrahepatic Bile Duct	http://purl.obolibrary.org/obo/UBERON_0003703	extrahepatic bile duct
http://purl.obolibrary.org/obo/NCIT_C43618	Extrahepatic Bile Duct Epithelium	http://purl.obolibrary.org/obo/UBERON_0004822	extrahepatic bile duct epithelium
http://purl.obolibrary.org/obo/NCIT_C92208	Extraperitoneal Space	http://purl.obolibrary.org/obo/UBERON_0014456	extraperitoneal space
http://purl.obolibrary.org/obo/NCIT_C38630	Extremity Part	http://purl.obolibrary.org/obo/UBERON_0002529	limb segment
http://purl.obolibrary.org/obo/NCIT_C12401	Eye	http://purl.obolibrary.org/obo/UBERON_0000019	camera-type eye
http://purl.obolibrary.org/obo/NCIT_C32574	Eye Appendage	http://purl.obolibrary.org/obo/UBERON_0035639	ocular adnexa
http://purl.obolibrary.org/obo/NCIT_C135172	Eye Fundus	http://purl.obolibrary.org/obo/UBERON_0003951	ocular fundus
http://purl.obolibrary.org/obo/NCIT_C32575	Eyebrow	http://purl.obolibrary.org/obo/UBERON_0010163	eyebrow
http://purl.obolibrary.org/obo/NCIT_C32576	Eyelash	http://purl.obolibrary.org/obo/UBERON_0001702	eyelash
http://purl.obolibrary.org/obo/NCIT_C12713	Eyelid	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid
http://purl.obolibrary.org/obo/NCIT_C49482	Eyelid Connective Tissue	http://purl.obolibrary.org/obo/UBERON_0003581	eyelid connective tissue
http://purl.obolibrary.org/obo/NCIT_C52803	Eyelid Muscle	http://purl.obolibrary.org/obo/UBERON_0003660	eyelid muscle
http://purl.obolibrary.org/obo/NCIT_C52718	Eyelid Skin	http://purl.obolibrary.org/obo/UBERON_0001457	skin of eyelid
http://purl.obolibrary.org/obo/NCIT_C49226	Eyelid Subcutaneous Connective Tissue	http://purl.obolibrary.org/obo/UBERON_0009648	eyelid subcutaneous connective tissue
http://purl.obolibrary.org/obo/NCIT_C13071	Face	http://purl.obolibrary.org/obo/UBERON_0001456	face
http://purl.obolibrary.org/obo/NCIT_C32578	Facial Artery	http://purl.obolibrary.org/obo/UBERON_0001612	facial artery
http://purl.obolibrary.org/obo/NCIT_C63706	Facial Bone	http://purl.obolibrary.org/obo/UBERON_0003462	facial bone
http://purl.obolibrary.org/obo/NCIT_C13073	Facial Muscle	http://purl.obolibrary.org/obo/UBERON_0001577	facial muscle
http://purl.obolibrary.org/obo/NCIT_C12714	Facial Nerve	http://purl.obolibrary.org/obo/UBERON_0001647	facial nerve
http://purl.obolibrary.org/obo/NCIT_C32579	Facial Vein	http://purl.obolibrary.org/obo/UBERON_0001653	facial vein
http://purl.obolibrary.org/obo/NCIT_C32582	Falciform Ligament	http://purl.obolibrary.org/obo/UBERON_0001247	falciform ligament
http://purl.obolibrary.org/obo/NCIT_C12403	Fallopian Tube	http://purl.obolibrary.org/obo/UBERON_0003889	fallopian tube
http://purl.obolibrary.org/obo/NCIT_C32584	Falx Cerebelli	http://purl.obolibrary.org/obo/UBERON_0035425	falx cerebelli
http://purl.obolibrary.org/obo/NCIT_C12890	Falx Cerebri	http://purl.obolibrary.org/obo/UBERON_0006059	falx cerebri
http://purl.obolibrary.org/obo/NCIT_C13108	Fascia	http://purl.obolibrary.org/obo/UBERON_0008982	fascia
http://purl.obolibrary.org/obo/NCIT_C32585	Fascia Lata	http://purl.obolibrary.org/obo/UBERON_0003669	fascia lata
http://purl.obolibrary.org/obo/NCIT_C13234	Feces	http://purl.obolibrary.org/obo/UBERON_0001988	feces
http://purl.obolibrary.org/obo/NCIT_C32590	Female Prepuce	http://purl.obolibrary.org/obo/UBERON_0005299	prepuce of clitoris
http://purl.obolibrary.org/obo/NCIT_C12402	Female Reproductive System	http://purl.obolibrary.org/obo/UBERON_0000474	female reproductive system
http://purl.obolibrary.org/obo/NCIT_C32591	Female Urethra	http://purl.obolibrary.org/obo/UBERON_0001334	female urethra
http://purl.obolibrary.org/obo/NCIT_C12715	Femoral Artery	http://purl.obolibrary.org/obo/UBERON_0002060	femoral artery
http://purl.obolibrary.org/obo/NCIT_C114186	Femoral Condyle	http://purl.obolibrary.org/obo/UBERON_0009980	condyle of femur
http://purl.obolibrary.org/obo/NCIT_C61563	Femoral Neck	http://purl.obolibrary.org/obo/UBERON_0007119	neck of femur
http://purl.obolibrary.org/obo/NCIT_C52816	Femoral Nerve	http://purl.obolibrary.org/obo/UBERON_0001267	femoral nerve
http://purl.obolibrary.org/obo/NCIT_C96209	Femoral Shaft	http://purl.obolibrary.org/obo/UBERON_0006862	diaphysis of femur
http://purl.obolibrary.org/obo/NCIT_C12716	Femoral Vein	http://purl.obolibrary.org/obo/UBERON_0001361	femoral vein
http://purl.obolibrary.org/obo/NCIT_C12717	Femur	http://purl.obolibrary.org/obo/UBERON_0000981	femur
http://purl.obolibrary.org/obo/NCIT_C32593	Fenestra Ovalis	http://purl.obolibrary.org/obo/UBERON_0002501	oval window
http://purl.obolibrary.org/obo/NCIT_C32594	Fenestra Rotunda	http://purl.obolibrary.org/obo/UBERON_0002502	round window of inner ear
http://purl.obolibrary.org/obo/NCIT_C32595	Fenestrated Capillary	http://purl.obolibrary.org/obo/UBERON_2005260	fenestrated capillary
http://purl.obolibrary.org/obo/NCIT_C13235	Fetus	http://purl.obolibrary.org/obo/UBERON_0000323	late embryo
http://purl.obolibrary.org/obo/NCIT_C32599	Fibrocartilage	http://purl.obolibrary.org/obo/UBERON_0001995	fibrocartilage
http://purl.obolibrary.org/obo/NCIT_C12718	Fibula	http://purl.obolibrary.org/obo/UBERON_0001446	fibula
http://purl.obolibrary.org/obo/NCIT_C120670	Fibular Shaft	http://purl.obolibrary.org/obo/UBERON_0013279	diaphysis of fibula
http://purl.obolibrary.org/obo/NCIT_C34174	Fifth Pharyngeal Pouch	http://purl.obolibrary.org/obo/UBERON_0007126	pharyngeal pouch 5
http://purl.obolibrary.org/obo/NCIT_C32604	Filiform Papilla	http://purl.obolibrary.org/obo/UBERON_0002467	filiform papilla
http://purl.obolibrary.org/obo/NCIT_C32608	Finger	http://purl.obolibrary.org/obo/UBERON_0002389	manual digit
http://purl.obolibrary.org/obo/NCIT_C32609	Fingernail	http://purl.obolibrary.org/obo/UBERON_0009565	nail of manual digit
http://purl.obolibrary.org/obo/NCIT_C34175	First Pharyngeal Arch	http://purl.obolibrary.org/obo/UBERON_0004362	pharyngeal arch 1
http://purl.obolibrary.org/obo/NCIT_C34176	First Pharyngeal Pouch	http://purl.obolibrary.org/obo/UBERON_0007122	pharyngeal pouch 1
http://purl.obolibrary.org/obo/NCIT_C32280	Fissure of Rolando	http://purl.obolibrary.org/obo/UBERON_0002916	central sulcus
http://purl.obolibrary.org/obo/NCIT_C32615	Fissure of Sylvius	http://purl.obolibrary.org/obo/UBERON_0002721	lateral sulcus
http://purl.obolibrary.org/obo/NCIT_C32616	Flat Bone	http://purl.obolibrary.org/obo/UBERON_0010428	flat bone
http://purl.obolibrary.org/obo/NCIT_C53155	Flexor Carpi Radialis	http://purl.obolibrary.org/obo/UBERON_0001521	flexor carpi radialis muscle
http://purl.obolibrary.org/obo/NCIT_C53156	Flexor Carpi Ulnaris	http://purl.obolibrary.org/obo/UBERON_0001522	flexor carpi ulnaris muscle
http://purl.obolibrary.org/obo/NCIT_C52921	Flexor Digitorum Longus	http://purl.obolibrary.org/obo/UBERON_0001666	flexor digitorum longus
http://purl.obolibrary.org/obo/NCIT_C52923	Flexor Digitorum Profundus	http://purl.obolibrary.org/obo/UBERON_0001523	flexor digitorum profundus
http://purl.obolibrary.org/obo/NCIT_C52925	Flexor Hallucis Longus	http://purl.obolibrary.org/obo/UBERON_0001392	flexor hallucis longus
http://purl.obolibrary.org/obo/NCIT_C54187	Floor of Mouth	http://purl.obolibrary.org/obo/UBERON_0003679	mouth floor
http://purl.obolibrary.org/obo/NCIT_C32619	Foliate Papilla	http://purl.obolibrary.org/obo/UBERON_0002468	foliate papilla
http://purl.obolibrary.org/obo/NCIT_C32621	Fontanelle	http://purl.obolibrary.org/obo/UBERON_0002221	fontanelle
http://purl.obolibrary.org/obo/NCIT_C32622	Foot	http://purl.obolibrary.org/obo/UBERON_0002387	pes
http://purl.obolibrary.org/obo/NCIT_C13068	Foot Bone	http://purl.obolibrary.org/obo/UBERON_0005899	pes bone
http://purl.obolibrary.org/obo/NCIT_C52839	Foot Digit 1	http://purl.obolibrary.org/obo/UBERON_0003631	pedal digit 1
http://purl.obolibrary.org/obo/NCIT_C52778	Foot Digit 1 Phalanx	http://purl.obolibrary.org/obo/UBERON_0003640	pedal digit 1 phalanx
http://purl.obolibrary.org/obo/NCIT_C52840	Foot Digit 2	http://purl.obolibrary.org/obo/UBERON_0003632	pedal digit 2
http://purl.obolibrary.org/obo/NCIT_C52779	Foot Digit 2 Phalanx	http://purl.obolibrary.org/obo/UBERON_0003641	pedal digit 2 phalanx
http://purl.obolibrary.org/obo/NCIT_C52841	Foot Digit 3	http://purl.obolibrary.org/obo/UBERON_0003633	pedal digit 3
http://purl.obolibrary.org/obo/NCIT_C52780	Foot Digit 3 Phalanx	http://purl.obolibrary.org/obo/UBERON_0003642	pedal digit 3 phalanx
http://purl.obolibrary.org/obo/NCIT_C52842	Foot Digit 4	http://purl.obolibrary.org/obo/UBERON_0003634	pedal digit 4
http://purl.obolibrary.org/obo/NCIT_C52781	Foot Digit 4 Phalanx	http://purl.obolibrary.org/obo/UBERON_0003862	pedal digit 4 phalanx
http://purl.obolibrary.org/obo/NCIT_C52843	Foot Digit 5	http://purl.obolibrary.org/obo/UBERON_0003635	pedal digit 5
http://purl.obolibrary.org/obo/NCIT_C52782	Foot Digit 5 Phalanx	http://purl.obolibrary.org/obo/UBERON_0003863	pedal digit 5 phalanx
http://purl.obolibrary.org/obo/NCIT_C52719	Foot Digit Skin	http://purl.obolibrary.org/obo/UBERON_0003530	pedal digit skin
http://purl.obolibrary.org/obo/NCIT_C53172	Foot Interosseous Muscle	http://purl.obolibrary.org/obo/UBERON_0006497	interosseous muscle of pes
http://purl.obolibrary.org/obo/NCIT_C52772	Foot Phalanx	http://purl.obolibrary.org/obo/UBERON_0001449	phalanx of pes
http://purl.obolibrary.org/obo/NCIT_C52750	Foot Skin	http://purl.obolibrary.org/obo/UBERON_0001513	skin of pes
http://purl.obolibrary.org/obo/NCIT_C12495	Foramen Magnum	http://purl.obolibrary.org/obo/UBERON_0003687	foramen magnum
http://purl.obolibrary.org/obo/NCIT_C34178	Foramen Primum	http://purl.obolibrary.org/obo/UBERON_0009149	foramen primum
http://purl.obolibrary.org/obo/NCIT_C34179	Foramen Secundum	http://purl.obolibrary.org/obo/UBERON_0006678	foramen secundum
http://purl.obolibrary.org/obo/NCIT_C32628	Forearm	http://purl.obolibrary.org/obo/UBERON_0002386	forelimb zeugopod
http://purl.obolibrary.org/obo/NCIT_C40185	Forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	forebrain
http://purl.obolibrary.org/obo/NCIT_C34180	Foregut	http://purl.obolibrary.org/obo/UBERON_0001041	foregut
http://purl.obolibrary.org/obo/NCIT_C89803	Forehead	http://purl.obolibrary.org/obo/UBERON_0008200	forehead
http://purl.obolibrary.org/obo/NCIT_C34181	Fourth Pharyngeal Pouch	http://purl.obolibrary.org/obo/UBERON_0007125	pharyngeal pouch 4
http://purl.obolibrary.org/obo/NCIT_C12828	Fourth Ventricle	http://purl.obolibrary.org/obo/UBERON_0002422	fourth ventricle
http://purl.obolibrary.org/obo/NCIT_C49232	Fourth Ventricle Ependyma	http://purl.obolibrary.org/obo/UBERON_0004644	fourth ventricle ependyma
http://purl.obolibrary.org/obo/NCIT_C26463	Fovea Centralis	http://purl.obolibrary.org/obo/UBERON_0001786	fovea centralis
http://purl.obolibrary.org/obo/NCIT_C52856	Frontal Artery	http://purl.obolibrary.org/obo/UBERON_0012187	frontal artery
http://purl.obolibrary.org/obo/NCIT_C32635	Frontal Bone	http://purl.obolibrary.org/obo/UBERON_0000209	tetrapod frontal bone
http://purl.obolibrary.org/obo/NCIT_C32636	Frontal Gyrus	http://purl.obolibrary.org/obo/UBERON_0015593	frontal gyrus
http://purl.obolibrary.org/obo/NCIT_C32637	Frontal Horn of the Lateral Ventricle	http://purl.obolibrary.org/obo/UBERON_0002651	anterior horn of lateral ventricle
http://purl.obolibrary.org/obo/NCIT_C12352	Frontal Lobe	http://purl.obolibrary.org/obo/UBERON_0016525	frontal lobe
http://purl.obolibrary.org/obo/NCIT_C32638	Frontal Nerve	http://purl.obolibrary.org/obo/UBERON_0000942	frontal nerve (branch of ophthalmic)
http://purl.obolibrary.org/obo/NCIT_C126737	Frontal Pole	http://purl.obolibrary.org/obo/UBERON_0002795	frontal pole
http://purl.obolibrary.org/obo/NCIT_C12277	Frontal Sinus	http://purl.obolibrary.org/obo/UBERON_0001760	frontal sinus
http://purl.obolibrary.org/obo/NCIT_C32639	Frontal Sulcus	http://purl.obolibrary.org/obo/UBERON_0014639	frontal sulcus
http://purl.obolibrary.org/obo/NCIT_C34182	Frontonasal Prominence	http://purl.obolibrary.org/obo/UBERON_0004066	frontonasal prominence
http://purl.obolibrary.org/obo/NCIT_C12257	Fundus of the Stomach	http://purl.obolibrary.org/obo/UBERON_0001160	fundus of stomach
http://purl.obolibrary.org/obo/NCIT_C32644	Fungiform Papilla	http://purl.obolibrary.org/obo/UBERON_0002448	fungiform papilla
http://purl.obolibrary.org/obo/NCIT_C12377	Gallbladder	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder
http://purl.obolibrary.org/obo/NCIT_C32647	Gallbladder Body	http://purl.obolibrary.org/obo/UBERON_0035536	body of gallbladder
http://purl.obolibrary.org/obo/NCIT_C49227	Gallbladder Epithelium	http://purl.obolibrary.org/obo/UBERON_0002029	epithelium of gall bladder
http://purl.obolibrary.org/obo/NCIT_C32648	Gallbladder Fundus	http://purl.obolibrary.org/obo/UBERON_0006081	fundus of gallbladder
http://purl.obolibrary.org/obo/NCIT_C49228	Gallbladder Lamina Propria	http://purl.obolibrary.org/obo/UBERON_0004781	gall bladder lamina propria
http://purl.obolibrary.org/obo/NCIT_C32649	Gallbladder Neck	http://purl.obolibrary.org/obo/UBERON_0035267	neck of gallbladder
http://purl.obolibrary.org/obo/NCIT_C49483	Gallbladder Smooth Muscle Tissue	http://purl.obolibrary.org/obo/UBERON_0004240	gall bladder smooth muscle
http://purl.obolibrary.org/obo/NCIT_C12719	Ganglion	http://purl.obolibrary.org/obo/UBERON_0000045	ganglion
http://purl.obolibrary.org/obo/NCIT_C32652	Ganglion Cell Layer	http://purl.obolibrary.org/obo/UBERON_0001792	ganglionic layer of retina
http://purl.obolibrary.org/obo/NCIT_C12256	Gastric Cardia	http://purl.obolibrary.org/obo/UBERON_0001162	cardia of stomach
http://purl.obolibrary.org/obo/NCIT_C92222	Gastric Lymph Node	http://purl.obolibrary.org/obo/UBERON_0015863	gastric lymph node
http://purl.obolibrary.org/obo/NCIT_C32656	Gastric Mucosa	http://purl.obolibrary.org/obo/UBERON_0001199	mucosa of stomach
http://purl.obolibrary.org/obo/NCIT_C32658	Gastric Muscularis Mucosa	http://purl.obolibrary.org/obo/UBERON_0001203	muscularis mucosae of stomach
http://purl.obolibrary.org/obo/NCIT_C32659	Gastric Pit	http://purl.obolibrary.org/obo/UBERON_0000424	gastric pit
http://purl.obolibrary.org/obo/NCIT_C32660	Gastric Rugae	http://purl.obolibrary.org/obo/UBERON_0008791	rugal fold of stomach
http://purl.obolibrary.org/obo/NCIT_C32661	Gastric Secretion	http://purl.obolibrary.org/obo/UBERON_0001971	gastric juice
http://purl.obolibrary.org/obo/NCIT_C32663	Gastric Submucosa	http://purl.obolibrary.org/obo/UBERON_0001200	submucosa of stomach
http://purl.obolibrary.org/obo/NCIT_C32665	Gastric Vein	http://purl.obolibrary.org/obo/UBERON_0004450	gastric vein
http://purl.obolibrary.org/obo/NCIT_C32666	Gastrocnemius Muscle	http://purl.obolibrary.org/obo/UBERON_0001388	gastrocnemius
http://purl.obolibrary.org/obo/NCIT_C32667	Gastrocolic Ligament	http://purl.obolibrary.org/obo/UBERON_0035201	gastrocolic ligament
http://purl.obolibrary.org/obo/NCIT_C52857	Gastroepiploic Artery	http://purl.obolibrary.org/obo/UBERON_0009025	gastroepiploic artery
http://purl.obolibrary.org/obo/NCIT_C32669	Gastrointestinal Sphincter	http://purl.obolibrary.org/obo/UBERON_0011185	gastrointestinal sphincter
http://purl.obolibrary.org/obo/NCIT_C34082	Gastrointestinal Tract	http://purl.obolibrary.org/obo/UBERON_0001555	digestive tract
http://purl.obolibrary.org/obo/NCIT_C32670	Gastrophrenic Ligament	http://purl.obolibrary.org/obo/UBERON_0035498	gastrophrenic ligament
http://purl.obolibrary.org/obo/NCIT_C32671	Gastrosplenic Ligament	http://purl.obolibrary.org/obo/UBERON_0004686	gastro-splenic ligament
http://purl.obolibrary.org/obo/NCIT_C34057	Gastrula	http://purl.obolibrary.org/obo/UBERON_0004734	gastrula
http://purl.obolibrary.org/obo/NCIT_C12721	Geniculate Ganglion	http://purl.obolibrary.org/obo/UBERON_0001700	geniculate ganglion
http://purl.obolibrary.org/obo/NCIT_C52928	Genioglossus	http://purl.obolibrary.org/obo/UBERON_0001571	genioglossus muscle
http://purl.obolibrary.org/obo/NCIT_C52930	Geniohyoid	http://purl.obolibrary.org/obo/UBERON_0001565	geniohyoid muscle
http://purl.obolibrary.org/obo/NCIT_C25177	Genitalia	http://purl.obolibrary.org/obo/UBERON_0003133	reproductive organ
http://purl.obolibrary.org/obo/NCIT_C12810	Genitourinary System	http://purl.obolibrary.org/obo/UBERON_0004122	genitourinary system
http://purl.obolibrary.org/obo/NCIT_C32675	Genu of the Corpus Callosum	http://purl.obolibrary.org/obo/UBERON_0015599	genu of corpus callosum
http://purl.obolibrary.org/obo/NCIT_C13337	Germinal Center	http://purl.obolibrary.org/obo/UBERON_0010754	germinal center
http://purl.obolibrary.org/obo/NCIT_C32676	Germinal Epithelium	http://purl.obolibrary.org/obo/UBERON_0005890	gonad germinal epithelium
http://purl.obolibrary.org/obo/NCIT_C54105	Germinal Layer	http://purl.obolibrary.org/obo/UBERON_0000923	germ layer
http://purl.obolibrary.org/obo/NCIT_C32677	Gingiva	http://purl.obolibrary.org/obo/UBERON_0001828	gingiva
http://purl.obolibrary.org/obo/NCIT_C49239	Gingival Epithelium	http://purl.obolibrary.org/obo/UBERON_0001949	gingival epithelium
http://purl.obolibrary.org/obo/NCIT_C114645	Gingival Sulcus	http://purl.obolibrary.org/obo/UBERON_0008805	gingival groove
http://purl.obolibrary.org/obo/NCIT_C13319	Gland	http://purl.obolibrary.org/obo/UBERON_0002530	gland
http://purl.obolibrary.org/obo/NCIT_C32678	Gland of Krause	http://purl.obolibrary.org/obo/UBERON_0011186	Krause's gland
http://purl.obolibrary.org/obo/NCIT_C43370	Glandular Epithelium	http://purl.obolibrary.org/obo/UBERON_0006799	glandular epithelium
http://purl.obolibrary.org/obo/NCIT_C32681	Glans Clitoris	http://purl.obolibrary.org/obo/UBERON_0006653	glans clitoris
http://purl.obolibrary.org/obo/NCIT_C12324	Glans Penis	http://purl.obolibrary.org/obo/UBERON_0001299	glans penis
http://purl.obolibrary.org/obo/NCIT_C32682	Glenoid Fossa	http://purl.obolibrary.org/obo/UBERON_0006657	glenoid fossa
